customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_binary,charges_per_month_tenure,total_services,churn_probability,churn_predicted,risk_tier
1293-HHSHJ,0,0,0,0,35,1,0,2,0,0,0,0,0,0,1,0,3,21.1,741.0,No,0,0.5861111111111111,0,0.01637063,0,Low
4840-ORQXB,0,1,0,0,56,1,1,1,0,1,1,0,1,1,0,0,2,104.75,5841.35,No,0,1.837719298245614,4,0.76893467,1,High
7599-FKVXZ,1,0,1,0,42,1,1,1,0,0,1,1,1,1,0,1,0,106.15,4512.7,Yes,1,2.468604651162791,4,0.7655467,1,High
3982-DQLUS,1,1,1,1,65,1,1,1,1,1,0,0,0,0,0,1,2,85.75,5688.45,No,0,1.2992424242424243,2,0.20114917,0,Low
8610-ZIKJJ,0,0,1,1,2,1,0,2,0,0,0,0,0,0,1,0,3,20.3,31.9,No,0,6.766666666666667,0,0.07607129,0,Low
3756-VNWDH,1,1,1,0,65,1,1,1,1,0,0,0,1,1,1,1,2,100.75,6674.65,No,0,1.5265151515151516,3,0.46110767,0,Medium
7801-KICAO,0,0,0,0,18,1,1,1,0,0,0,0,0,0,0,1,2,74.15,1345.75,No,0,3.9026315789473687,0,0.650908,1,High
7673-LPRNY,0,0,0,0,23,1,1,0,1,0,1,0,1,1,1,1,2,78.55,1843.05,No,0,3.2729166666666667,4,0.20940353,0,Low
8229-TNIQA,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,3,45.3,196.95,Yes,1,9.059999999999999,0,0.7533975,1,High
6060-QBMGV,1,0,1,0,70,1,0,2,0,0,0,0,0,0,2,0,1,19.85,1433.8,No,0,0.2795774647887324,0,0.006591223,0,Low
7339-POGZN,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,2,50.7,214.55,No,0,10.14,0,0.6215081,1,High
2828-SLQPF,1,0,0,0,19,1,0,0,0,0,0,0,0,0,0,1,0,45.0,865.85,No,0,2.25,0,0.59683096,1,Medium
4465-VDKIQ,0,0,0,0,18,1,0,1,0,1,1,0,0,0,0,0,2,77.8,1358.6,No,0,4.094736842105263,2,0.4334957,0,Medium
2921-XWDJH,0,1,1,0,38,1,0,1,1,0,0,0,0,1,0,1,2,83.45,3147.15,No,0,2.1397435897435897,2,0.5913922,1,Medium
6221-AVQYL,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,1,73.25,131.05,Yes,1,24.416666666666668,0,0.81947327,1,High
2558-BUOZZ,1,0,0,0,47,1,1,1,1,1,0,0,1,0,1,0,0,94.8,4535.85,No,0,1.9749999999999999,3,0.11906159,0,Low
9257-AZMTZ,0,0,1,1,52,1,0,2,0,0,0,0,0,0,2,0,0,20.1,1078.75,No,0,0.37924528301886795,0,0.02342363,0,Low
0003-MKNFE,1,0,0,0,9,1,1,0,0,0,0,0,0,1,0,0,3,59.9,542.4,No,0,5.99,1,0.3474795,0,Medium
0975-UYDTX,0,0,1,0,26,1,1,0,1,1,1,1,1,1,1,1,1,90.1,2312.55,No,0,3.337037037037037,6,0.233697,0,Low
7743-EXURX,1,0,1,1,8,1,0,0,0,0,1,0,0,0,0,1,2,51.05,415.05,Yes,1,5.672222222222222,1,0.64865965,1,High
4682-BLBUC,1,0,1,0,44,1,0,0,0,1,1,1,1,0,1,1,2,70.95,3250.45,No,0,1.5766666666666667,4,0.15469764,0,Low
0975-VOOVL,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,29.2,98.5,No,0,7.3,1,0.5065914,1,Medium
5968-VXZLG,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,46.6,87.9,No,0,15.533333333333333,0,0.788114,1,High
5569-KGJHX,0,0,1,1,9,1,1,1,0,0,0,0,1,0,0,1,0,85.35,754.65,Yes,1,8.535,1,0.84031343,1,High
4988-IQIGL,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,75.35,75.35,Yes,1,37.675,0,0.94404095,1,High
5201-FRKKS,1,0,0,0,25,1,0,1,1,0,0,0,0,0,0,0,0,74.3,1952.25,No,0,2.8576923076923078,1,0.40286174,0,Medium
9799-CAYJJ,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.3,153.8,No,0,23.099999999999998,0,0.7485741,1,High
7730-IUTDZ,1,0,0,0,43,1,0,1,1,0,0,0,0,0,0,1,2,75.2,3198.6,Yes,1,1.7090909090909092,1,0.6454809,1,High
0426-TIRNE,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,20.9,20.9,Yes,1,10.45,0,0.6842432,1,High
5443-SCMKX,0,0,1,0,58,1,1,1,0,1,1,0,0,1,1,1,2,94.3,5610.15,No,0,1.5983050847457627,3,0.27306652,0,Low
8295-KMENE,0,0,1,1,59,1,1,0,1,0,1,1,1,0,2,1,3,76.45,4519.5,No,0,1.2741666666666667,4,0.0119609805,0,Low
6738-ISCBM,1,0,0,0,44,0,0,0,1,0,1,0,1,1,1,1,2,54.0,2440.25,No,0,1.2,4,0.40963808,0,Medium
9821-BESNZ,1,0,0,0,66,1,1,1,0,1,0,1,1,1,1,1,2,104.25,6860.6,No,0,1.5559701492537314,4,0.46503308,0,Medium
3678-MNGZX,1,0,1,1,68,1,0,2,0,0,0,0,0,0,2,0,0,19.95,1377.7,No,0,0.2891304347826087,0,0.0028581156,0,Low
1335-NTIUC,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,2,24.95,190.25,No,0,2.495,0,0.5365951,1,Medium
2916-BQZLN,1,0,0,0,19,1,1,1,1,0,1,0,0,0,0,1,2,84.75,1651.95,No,0,4.2375,2,0.7784651,1,High
4558-CGYCZ,1,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,3,19.75,78.3,No,0,3.95,0,0.32082704,0,Medium
2368-GAKKQ,0,0,0,0,70,1,1,1,1,1,1,1,1,1,2,1,0,113.65,7939.25,No,0,1.6007042253521127,6,0.094938844,0,Low
8710-YGLWG,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.9,44.9,No,0,22.45,0,0.74138886,1,High
3199-XGZCY,0,0,0,0,8,1,1,1,0,0,0,0,0,0,0,1,2,75.25,576.7,No,0,8.36111111111111,0,0.81764305,1,High
3785-KTYSH,1,0,0,0,53,1,1,2,0,0,0,0,0,0,2,0,3,24.6,1279.0,No,0,0.4555555555555556,0,0.11304464,0,Low
6814-ZPWFQ,1,1,0,0,51,1,1,2,0,0,0,0,0,0,1,0,0,25.0,1260.7,No,0,0.4807692307692308,0,0.025698362,0,Low
4063-EIKNQ,1,0,1,1,11,1,0,2,0,0,0,0,0,0,0,0,0,20.95,267.35,No,0,1.7458333333333333,0,0.38469175,0,Medium
6993-YCOBK,1,0,1,1,60,1,1,1,1,0,1,1,1,1,2,1,2,110.6,6586.85,No,0,1.8131147540983605,5,0.1392461,0,Low
5206-HPJKM,1,0,0,0,17,1,0,0,1,1,0,0,0,0,0,1,1,55.5,934.15,No,0,3.0833333333333335,2,0.46173003,0,Medium
7587-RZNME,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,43.3,123.65,Yes,1,10.825,0,0.80246633,1,High
0748-RDGGM,1,0,1,0,70,1,0,1,1,1,1,1,1,1,1,1,0,109.5,7534.65,Yes,1,1.5422535211267605,6,0.70036036,1,High
8393-JMVMB,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,19.45,19.45,No,0,9.725,0,0.58472407,1,Medium
5019-GQVCR,1,1,0,0,43,1,1,1,0,0,0,0,1,0,0,1,2,84.85,3645.6,No,0,1.9284090909090907,1,0.7520393,1,High
6036-TTFYU,0,0,1,0,16,1,0,2,0,0,0,0,0,0,0,0,3,19.6,314.45,No,0,1.1529411764705884,0,0.18796049,0,Low
2550-AEVRU,0,0,1,1,57,1,0,0,1,1,0,0,0,0,1,0,2,53.45,3053.0,No,0,0.9215517241379311,2,0.043891557,0,Low
0969-RGKCU,1,0,1,1,37,1,0,2,0,0,0,0,0,0,1,0,1,19.8,677.05,No,0,0.5210526315789474,0,0.009781003,0,Low
0378-CJKPV,0,0,1,0,72,1,1,1,1,1,1,1,1,1,2,0,1,112.1,7965.95,No,0,1.5356164383561643,6,0.004521256,0,Low
4706-AXVKM,0,1,0,0,11,1,1,1,0,0,0,0,0,1,0,1,1,84.8,906.85,Yes,1,7.066666666666666,1,0.7805927,1,High
5889-JTMUL,0,1,1,0,50,1,1,1,0,1,1,0,1,0,0,1,2,95.05,4888.7,Yes,1,1.8637254901960785,3,0.6865064,1,High
9026-RNUJS,1,1,0,0,5,1,0,0,0,0,1,0,0,0,0,0,2,50.35,237.25,Yes,1,8.391666666666667,1,0.7344561,1,High
3746-EUBYR,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,74.6,74.6,Yes,1,37.3,0,0.9022437,1,High
2332-EFBJY,1,0,0,0,16,1,0,2,0,0,0,0,0,0,0,1,3,19.7,342.4,Yes,1,1.1588235294117646,0,0.36648753,0,Medium
2880-FPNAE,1,1,1,0,2,1,0,1,0,0,1,0,0,0,0,1,2,74.2,140.1,No,0,24.733333333333334,1,0.7448609,1,High
1703-MGIAB,0,0,0,0,17,1,1,0,0,0,1,1,1,0,0,1,3,69.0,1108.0,No,0,3.8333333333333335,3,0.36660615,0,Medium
4311-QTTAI,0,0,0,0,16,1,0,2,0,0,0,0,0,0,1,0,1,19.35,295.55,No,0,1.1382352941176472,0,0.086443625,0,Low
9474-PHLYD,0,0,0,0,15,1,0,0,0,0,1,0,0,1,0,1,2,59.45,892.65,Yes,1,3.715625,2,0.66516304,1,High
4318-RAJVY,0,0,0,0,10,1,0,2,0,0,0,0,0,0,1,1,3,19.8,198.25,No,0,1.8,0,0.07430409,0,Low
2165-VOEGB,0,0,0,1,46,1,0,1,1,1,0,1,1,1,1,1,0,105.2,4822.85,Yes,1,2.2382978723404254,5,0.27968282,0,Low
3612-YUNGG,1,0,1,1,64,1,1,1,0,1,1,1,1,1,2,1,1,109.2,6741.15,No,0,1.68,5,0.12180468,0,Low
2254-DLXRI,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,3,79.15,79.15,No,0,39.575,1,0.97119933,1,High
5062-CJJKH,1,0,1,1,25,1,0,0,0,1,1,0,0,0,1,0,3,53.65,1355.45,No,0,2.0634615384615382,2,0.05411211,0,Low
9028-LIHRP,1,0,1,1,71,1,0,1,1,1,1,1,1,0,2,0,1,100.2,7209.0,No,0,1.3916666666666666,5,0.0072492994,0,Low
2219-MVUSO,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,3,45.15,438.4,Yes,1,5.016666666666667,0,0.5326979,1,Medium
1053-MXTTK,0,0,1,1,72,1,0,1,1,1,1,1,1,1,2,1,0,108.65,7726.35,No,0,1.4883561643835617,6,0.021185514,0,Low
1530-ZTDOZ,0,0,1,0,49,0,0,0,1,0,0,0,1,0,0,0,0,40.65,2070.75,No,0,0.813,2,0.13290241,0,Low
1301-LOPVR,1,0,1,1,29,0,0,0,1,1,1,1,0,1,1,1,1,55.35,1636.95,No,0,1.845,5,0.09624088,0,Low
0853-TWRVK,1,0,1,0,72,1,1,1,1,1,1,1,0,1,2,0,0,105.6,7581.5,No,0,1.4465753424657533,5,0.006258472,0,Low
8914-RBTSB,1,0,1,0,31,1,1,1,0,1,1,0,1,0,0,0,2,93.8,3019.5,Yes,1,2.93125,3,0.4701932,0,Medium
6212-ATMLK,0,0,0,0,50,1,1,1,0,0,0,0,1,1,0,1,2,95.7,4729.75,No,0,1.8764705882352941,2,0.7614665,1,High
8200-LGKSR,1,0,1,0,71,1,1,0,1,0,1,1,1,1,2,0,2,83.2,6126.1,No,0,1.1555555555555557,5,0.008094331,0,Low
1568-BEKZM,1,1,1,0,70,1,1,0,1,1,1,1,1,1,2,0,1,90.05,6333.4,No,0,1.2683098591549296,6,0.04598955,0,Low
0670-ANMUU,1,0,0,0,71,1,1,1,1,0,0,1,0,1,1,0,1,97.65,6687.85,No,0,1.3562500000000002,3,0.025345685,0,Low
6897-RWMUB,1,0,1,1,61,1,0,0,1,1,1,1,0,0,2,1,0,68.05,4158.25,No,0,1.0975806451612902,4,0.02516118,0,Low
0963-ZBDRN,1,0,0,0,32,1,0,1,0,0,0,1,1,1,0,1,2,96.2,3183.4,Yes,1,2.915151515151515,3,0.69121855,1,High
7594-RQHXR,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,2,79.6,79.6,Yes,1,39.8,1,0.9516795,1,High
6999-CHVCF,1,0,0,0,68,1,1,1,1,1,1,0,0,1,2,1,0,102.1,7149.35,No,0,1.479710144927536,4,0.17556597,0,Low
6134-KWTBV,1,0,0,0,62,1,1,2,0,0,0,0,0,0,2,0,0,23.4,1429.65,No,0,0.3714285714285714,0,0.006331825,0,Low
1077-HUUJM,0,0,0,1,7,1,0,1,0,0,0,0,0,0,0,1,2,71.05,472.65,No,0,8.88125,0,0.8197607,1,High
6331-EWIEB,1,0,0,0,20,1,1,1,0,0,0,0,1,0,0,1,2,85.25,1734.5,Yes,1,4.059523809523809,1,0.8165729,1,High
0895-LNKRC,1,0,1,1,6,1,0,2,0,0,0,0,0,0,1,0,3,19.45,113.5,No,0,2.7785714285714285,0,0.04307971,0,Low
2045-BMBTJ,0,1,0,0,33,0,0,0,1,1,1,0,1,1,0,1,0,59.45,1884.65,No,0,1.7485294117647059,5,0.35429406,0,Medium
8417-GSODA,1,0,1,1,28,1,1,1,0,0,0,0,1,1,1,0,0,92.2,2568.15,No,0,3.179310344827586,2,0.22033416,0,Low
5171-EPLKN,1,0,0,0,27,1,0,2,0,0,0,0,0,0,2,0,1,19.85,470.0,No,0,0.7089285714285715,0,0.013141483,0,Low
4452-QIIEB,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,3,43.9,278.4,No,0,5.4875,0,0.37488765,0,Medium
5998-VVEJY,1,0,0,0,26,1,1,1,0,0,0,1,0,0,0,1,2,80.5,2088.8,Yes,1,2.9814814814814814,1,0.6570936,1,High
1624-NALOJ,1,1,0,0,5,1,1,1,0,1,0,0,0,1,0,1,2,89.8,502.6,Yes,1,14.966666666666667,2,0.91920036,1,High
6741-EGCBI,1,1,0,0,30,1,1,1,1,0,0,0,0,1,0,1,1,90.5,2595.85,No,0,2.9193548387096775,2,0.4525942,0,Medium
7820-ZYGNY,1,0,0,0,63,1,1,1,0,1,0,0,0,1,1,0,1,90.45,5825.5,No,0,1.41328125,2,0.13370694,0,Low
4317-VTEOA,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,50.75,50.75,Yes,1,25.375,1,0.8395054,1,High
9677-AVKED,0,0,0,1,53,1,1,0,0,1,1,1,1,1,1,1,2,84.6,4449.75,No,0,1.5666666666666667,5,0.21061863,0,Low
1670-SVOWZ,0,0,1,1,14,1,0,1,0,1,0,1,0,1,0,1,1,89.65,1208.35,Yes,1,5.9766666666666675,3,0.70417035,1,High
2227-JRSJX,0,0,0,0,21,1,0,1,0,1,0,1,1,1,0,1,0,99.15,1956.4,No,0,4.506818181818182,4,0.6953986,1,High
9847-HNVGP,1,0,0,0,17,1,0,2,0,0,0,0,0,0,1,0,3,19.95,310.6,No,0,1.1083333333333334,0,0.037909877,0,Low
6696-YDAYZ,1,0,1,1,16,1,0,2,0,0,0,0,0,0,2,0,3,20.5,290.55,No,0,1.2058823529411764,0,0.014658082,0,Low
8980-WQFWL,0,0,0,0,35,1,0,0,0,0,1,0,0,1,0,1,2,62.1,2096.1,No,0,1.725,2,0.37066996,0,Medium
1730-ZMAME,0,1,0,0,32,1,0,1,0,0,0,0,0,1,0,1,2,79.5,2665.0,No,0,2.409090909090909,1,0.76466936,1,High
6506-EYCNH,0,0,1,1,28,1,0,2,0,0,0,0,0,0,0,1,0,19.55,543.8,No,0,0.6741379310344828,0,0.12658636,0,Low
4634-JLRJT,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,3,20.35,20.35,No,0,10.175,0,0.5145793,1,Medium
9501-UKKNL,1,0,0,0,59,0,0,0,0,0,0,1,1,1,0,1,2,51.7,3005.8,No,0,0.8616666666666667,3,0.1773121,0,Low
2560-QTSBS,0,0,1,1,72,1,1,2,0,0,0,0,0,0,1,1,0,23.3,1623.15,No,0,0.31917808219178084,0,0.0021865168,0,Low
7541-YLXCL,1,0,0,0,36,1,0,0,0,1,0,1,0,1,1,1,3,65.4,2498.4,Yes,1,1.7675675675675677,3,0.5315317,1,Medium
4795-WRNVT,0,0,0,0,40,1,0,0,1,1,0,0,1,0,0,0,3,65.1,2586.0,No,0,1.5878048780487803,3,0.18285416,0,Low
6080-TCMYC,1,0,1,1,40,1,1,1,0,0,1,0,0,0,0,1,2,81.2,3292.3,No,0,1.9804878048780488,1,0.67761236,1,High
0260-ZDLGK,0,0,0,1,9,1,0,0,0,0,1,1,1,1,0,1,3,72.9,651.4,Yes,1,7.290000000000001,4,0.76801574,1,High
7860-UXCRM,1,0,1,1,63,1,0,0,1,1,1,1,1,0,2,0,1,74.5,4674.55,No,0,1.1640625,5,0.036793556,0,Low
6357-JJPQT,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,1,2,80.5,232.35,No,0,20.125,1,0.8601506,1,High
2292-XQWSV,1,0,1,1,40,0,0,0,0,1,1,1,1,1,1,0,3,60.3,2448.5,No,0,1.4707317073170731,5,0.20162663,0,Low
9552-TGUZV,1,0,1,0,8,1,0,1,1,0,0,0,0,0,0,1,3,75.0,658.1,No,0,8.333333333333334,1,0.71246606,1,High
5913-INRQV,1,1,1,0,34,1,0,1,1,0,0,1,1,0,1,0,3,90.15,3128.8,No,0,2.575714285714286,3,0.17195474,0,Low
8722-NGNBH,1,0,0,0,5,0,0,0,1,0,1,1,0,0,0,0,3,40.0,223.45,Yes,1,6.666666666666667,3,0.5569729,1,Medium
6210-KBBPI,1,1,0,0,9,1,1,1,0,1,0,0,1,1,0,1,1,99.45,919.4,Yes,1,9.945,3,0.9559059,1,High
9643-YBLUR,1,0,1,0,9,1,1,0,0,1,1,0,0,1,0,1,1,69.05,653.95,No,0,6.904999999999999,3,0.4179791,0,Medium
8734-FNWVH,1,0,1,1,31,1,1,0,0,0,0,0,0,1,0,0,0,59.7,1825.5,No,0,1.865625,1,0.24071178,0,Low
9447-YPTBX,0,0,1,0,50,1,0,2,0,0,0,0,0,0,1,1,0,19.85,943.1,No,0,0.3892156862745098,0,0.017291682,0,Low
0133-BMFZO,0,0,0,0,2,1,0,1,1,1,0,1,0,0,0,1,2,86.25,181.65,Yes,1,28.75,3,0.74459803,1,High
6128-CZOMY,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.65,45.65,Yes,1,22.825,0,0.8584089,1,High
9540-JYROE,1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,1,3,70.1,551.35,Yes,1,7.788888888888888,0,0.7447113,1,High
9026-LHEVG,0,0,0,0,9,0,0,0,0,1,0,0,0,1,0,0,2,40.75,359.4,No,0,4.075,2,0.49385318,0,Medium
2260-USTRB,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,70.2,115.95,Yes,1,23.400000000000002,0,0.83387065,1,High
3656-TKRVZ,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,2,55.35,165.2,Yes,1,13.8375,2,0.59893584,1,Medium
7011-CVEUC,1,0,1,0,25,1,0,1,0,0,0,1,1,1,0,1,1,95.7,2338.35,No,0,3.680769230769231,3,0.61899537,1,High
6185-TASNN,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,46.3,46.3,No,0,23.15,0,0.8160901,1,High
7925-PNRGI,0,0,1,1,45,1,1,0,1,1,1,1,1,0,0,0,3,81.3,3541.1,No,0,1.767391304347826,5,0.08368351,0,Low
8623-TMRBY,1,1,1,1,51,1,1,1,0,1,1,0,0,0,0,1,2,84.2,4146.05,Yes,1,1.6192307692307693,2,0.7280503,1,High
1552-CZCLL,0,0,1,1,55,1,0,2,0,0,0,0,0,0,0,0,1,20.0,1087.25,No,0,0.35714285714285715,0,0.10803277,0,Low
3038-PQIUY,0,0,0,0,38,1,1,0,1,1,1,0,0,0,0,1,0,66.15,2522.4,No,0,1.6961538461538463,3,0.26397154,0,Low
1501-SGHBW,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,45.85,81.0,Yes,1,15.283333333333333,0,0.70767134,1,High
9313-CDOGY,1,0,1,1,38,1,0,2,0,0,0,0,0,0,0,0,2,19.6,717.3,No,0,0.5025641025641026,0,0.05785907,0,Low
8148-BPLZQ,1,0,0,0,34,1,0,0,0,1,0,0,0,0,0,1,2,49.8,1734.2,No,0,1.4228571428571428,1,0.32139307,0,Medium
2623-DRYAM,0,0,1,0,70,1,1,1,0,0,1,0,1,1,1,1,2,101.75,7069.3,No,0,1.4330985915492958,3,0.3350403,0,Medium
9987-LUTYD,0,0,0,0,13,1,0,0,1,0,0,1,0,0,1,0,3,55.15,742.9,No,0,3.939285714285714,2,0.08760658,0,Low
3208-YPIOE,1,0,0,0,39,1,1,1,0,0,0,0,0,0,0,0,2,75.25,3017.65,Yes,1,1.88125,0,0.63354284,1,High
4488-KQFDT,0,0,0,0,61,1,1,1,0,1,1,0,1,1,1,1,2,103.95,6423.0,No,0,1.6766129032258066,4,0.6026485,1,High
2612-RANWT,0,0,0,0,12,1,1,1,0,0,1,0,1,1,0,1,0,100.15,1164.3,Yes,1,7.703846153846154,3,0.95048887,1,High
5693-PIPCS,1,0,0,0,41,1,0,1,0,1,0,1,1,1,2,1,1,99.65,4220.35,No,0,2.3726190476190476,4,0.049676135,0,Low
0491-KAPQG,1,0,0,0,21,1,1,1,0,0,0,0,0,0,0,1,2,73.7,1558.7,No,0,3.35,0,0.7419916,1,High
1925-LFCZZ,1,1,0,0,55,0,0,0,0,0,1,0,1,1,1,1,0,50.05,2743.45,No,0,0.8937499999999999,3,0.09632785,0,Low
8039-EQPIM,1,0,1,0,69,0,0,0,1,0,1,1,1,1,2,0,0,60.25,4055.5,No,0,0.8607142857142858,5,0.0060411883,0,Low
6900-PXRMS,1,1,1,1,26,1,1,1,0,1,1,0,1,1,0,0,2,105.75,2710.25,Yes,1,3.9166666666666665,4,0.79917735,1,High
8707-RMEZH,0,1,1,0,69,1,0,1,1,1,0,0,0,1,1,0,1,87.3,6055.55,No,0,1.247142857142857,3,0.11431092,0,Low
3346-BRMIS,0,1,1,0,18,0,0,0,0,0,1,0,1,1,0,1,2,48.35,810.7,Yes,1,2.544736842105263,3,0.82459706,1,High
3209-ZPKFI,1,0,1,1,47,1,1,0,0,1,0,0,0,0,0,0,2,54.25,2538.2,No,0,1.1302083333333333,1,0.44783065,0,Medium
6479-VDGRK,0,0,1,1,72,1,0,0,1,1,1,1,1,1,2,0,0,85.3,6129.2,No,0,1.1684931506849314,6,0.0034569385,0,Low
9373-WSLOY,1,1,1,0,33,0,0,0,0,1,1,1,1,0,0,1,2,50.0,1750.85,No,0,1.4705882352941178,4,0.16293097,0,Low
2933-FILNV,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,3,24.4,36.55,Yes,1,8.133333333333333,0,0.7709261,1,High
3569-JFODW,0,0,1,1,72,1,1,0,1,1,1,1,1,1,2,0,1,90.95,6652.45,No,0,1.2458904109589042,6,0.0024819933,0,Low
9819-FBNSV,1,1,1,0,37,1,0,1,0,0,0,0,0,0,0,1,0,72.25,2575.45,No,0,1.9013157894736843,0,0.6245405,1,High
9544-PYPSJ,0,1,1,1,62,1,1,1,0,1,1,0,0,1,0,1,1,96.1,6019.35,No,0,1.5253968253968253,3,0.31547847,0,Medium
1591-XWLGB,0,0,1,0,71,1,0,2,0,0,0,0,0,0,2,0,1,19.85,1379.6,No,0,0.27569444444444446,0,0.0028983622,0,Low
0396-UKGAI,1,0,0,1,23,1,0,0,0,1,0,1,0,0,0,1,0,55.3,1284.2,No,0,2.3041666666666667,2,0.19304335,0,Low
3243-ZHOHY,0,0,0,0,16,1,0,2,0,0,0,0,0,0,1,0,3,20.1,296.15,No,0,1.1823529411764706,0,0.049186107,0,Low
5186-EJEGL,1,0,0,0,9,1,0,0,1,0,1,1,1,0,0,1,3,69.5,653.25,No,0,6.95,4,0.4190721,0,Medium
7527-QNRUS,1,0,1,1,17,1,1,2,0,0,0,0,0,0,2,1,3,25.15,412.6,No,0,1.3972222222222221,0,0.02302256,0,Low
9986-BONCE,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,20.95,85.5,Yes,1,4.1899999999999995,0,0.31321406,0,Medium
2722-JMONI,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,2,49.55,49.55,Yes,1,24.775,1,0.8429984,1,High
2203-GHNWN,0,0,1,0,24,1,1,1,0,0,1,0,0,0,0,1,3,79.65,1928.7,No,0,3.1860000000000004,1,0.52204007,1,Medium
3878-AVSOQ,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.25,71.25,No,0,35.625,0,0.9105767,1,High
3258-SYSWS,1,1,0,0,72,1,1,1,1,1,1,1,1,1,2,0,0,113.8,7845.8,No,0,1.558904109589041,6,0.016255401,0,Low
5296-PSYVW,0,0,1,0,72,1,1,2,0,0,0,0,0,0,2,0,2,24.55,1750.7,No,0,0.33630136986301373,0,0.0027435173,0,Low
6319-QSUSR,0,0,0,1,11,1,0,2,0,0,0,0,0,0,0,0,1,19.7,216.2,No,0,1.6416666666666666,0,0.13284764,0,Low
4083-EUGRJ,1,0,0,0,9,1,0,2,0,0,0,0,0,0,0,0,3,20.25,178.5,Yes,1,2.025,0,0.29019696,0,Low
7579-OOPEC,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,0,1,50.15,115.1,Yes,1,16.716666666666665,1,0.8036557,1,High
0512-FLFDW,0,1,1,0,60,1,1,1,0,0,1,0,1,1,1,1,1,100.5,6029.0,No,0,1.6475409836065573,3,0.2500129,0,Low
1771-OADNZ,1,1,1,0,29,1,1,1,0,1,1,0,0,1,0,1,2,95.9,2745.2,Yes,1,3.1966666666666668,3,0.8282764,1,High
0487-CRLZF,0,0,0,0,49,1,0,0,0,0,1,1,1,1,2,1,0,74.45,3721.9,No,0,1.489,4,0.021928117,0,Low
2107-FBPTK,0,1,0,0,30,1,1,1,0,1,1,0,1,1,0,1,2,104.1,3121.1,No,0,3.358064516129032,4,0.77829945,1,High
9451-WLYRI,0,0,1,0,53,1,0,2,0,0,0,0,0,0,1,0,1,19.05,990.45,No,0,0.3527777777777778,0,0.0148419915,0,Low
8219-VYBVI,1,0,0,1,39,1,1,2,0,0,0,0,0,0,2,0,3,25.0,1004.35,No,0,0.625,0,0.017167076,0,Low
1991-VOPLL,0,0,0,0,9,1,0,2,0,0,0,0,0,0,0,0,3,19.05,157.65,No,0,1.905,0,0.015605177,0,Low
9738-QLWTP,1,0,0,0,39,1,0,1,0,0,1,1,0,0,1,0,2,81.9,3219.75,No,0,2.0475000000000003,2,0.1375478,0,Low
1016-DJTSV,1,1,0,0,8,1,0,1,0,0,0,0,0,0,0,1,2,69.7,572.85,No,0,7.7444444444444445,0,0.7722364,1,High
9419-IPPBE,0,0,1,1,51,1,1,1,0,0,1,0,0,1,1,1,2,90.15,4554.85,No,0,1.7336538461538462,2,0.3815658,0,Medium
0174-QRVVY,1,0,1,1,71,1,1,2,0,0,0,0,0,0,2,0,1,25.35,1847.55,No,0,0.35208333333333336,0,0.0021098373,0,Low
5699-BNCAS,1,1,0,0,71,1,1,2,0,0,0,0,0,0,2,1,3,24.65,1766.75,No,0,0.3423611111111111,0,0.0027295763,0,Low
